	12500	12500	
(16, 16)	2	0	-2	
(0, 30, 18, 18)	3	4	1	
(14, 23, 30)	5	9	4	
(25, 21, 30, 4)	14	23	9	
(30, 19, 30, 26)	9	3	-6	
(3, 1, 23, 30)	1	0	-1	
(18, 17, 30, 7)	1	4	3	
(7, 28, 30, 10)	1	0	-1	
(30, 11, 30, 28)	5	1	-4	
(16, 30, 6)	1	0	-1	
(21, 30, 21, 14)	14	14	0	
(7, 4, 30, 12)	12	5	-7	
(0, 22, 18)	0	1	1	
(11, 30, 9, 27)	0	1	1	
(7, 1)	7	3	-4	
(7, 27, 30, 5)	0	1	1	
(30, 12, 30, 11)	54	82	28	
(11, 27, 30, 2)	1	1	0	
(0, 5, 30, 18)	1	0	-1	
(7, 21, 7)	2	7	5	
(21, 30, 6, 27)	0	2	2	
(22, 22, 22, 4)	1	0	-1	
(30, 19, 21, 30)	310	321	11	
(12, 30, 2, 19)	0	1	1	
(0, 5, 4)	1	0	-1	
(21, 30, 10, 0)	0	3	3	
(12, 30, 18, 0)	24	20	-4	
(1, 22, 30, 18)	2	1	-1	
(8, 12, 30, 17)	3	0	-3	
(30, 19, 17, 15)	1	0	-1	
(17, 24, 30, 0)	0	1	1	
(17, 0, 30, 22)	3	16	13	
(3, 9, 26)	0	1	1	
(21, 18, 1, 17)	0	1	1	
(21, 30, 3, 14)	5	9	4	
(11, 30, 27, 27)	1	3	2	
(30, 21, 1, 16)	1	0	-1	
(22, 21, 7)	0	1	1	
(30, 23, 30, 7)	16	24	8	
(17, 19, 30, 3)	4	0	-4	
(4, 17, 18)	5	7	2	
(30, 15, 30, 17)	155	114	-41	
(11, 30, 4)	180	108	-72	
(0, 30, 23, 30)	10	34	24	
(30, 13, 12)	7	3	-4	
(22, 18, 30, 22)	0	2	2	
(30, 28, 3)	4	7	3	
(19, 3, 30, 21)	1	0	-1	
(21, 30, 12, 1)	41	26	-15	
(18, 2)	8	3	-5	
(19, 27, 30, 3)	1	1	0	
(0, 4, 17, 12)	1	0	-1	
(4, 4, 12)	3	0	-3	
(12, 15, 30, 12)	0	1	1	
(18, 7, 3)	30	45	15	
(11, 30, 12, 21)	2	2	0	
(30, 24, 17, 30)	22	7	-15	
(0, 30, 18, 3)	1	0	-1	
(3, 30, 3, 21)	203	202	-1	
(18, 8, 30, 3)	0	1	1	
(11, 27, 27, 30)	0	1	1	
(21, 30, 5, 25)	13	11	-2	
(12, 4, 30, 7)	2	0	-2	
(1, 27)	50	10	-40	
(0, 30, 13, 17)	3	7	4	
(1, 30, 21, 5)	5	0	-5	
(30, 1, 9, 30)	3	0	-3	
(27, 18, 7, 4)	0	1	1	
(2, 13, 30, 13)	0	1	1	
(6, 30, 25, 16)	0	1	1	
(4, 24, 21, 21)	1	0	-1	
(4, 30, 11, 30)	121	99	-22	
(21, 3, 3)	0	1	1	
(0, 30, 25, 30)	212	435	223	
(2, 21, 30, 19)	11	9	-2	
(17, 9, 17, 30)	1	0	-1	
(25, 8, 30)	10	0	-10	
(6, 30, 21, 5)	0	1	1	
(12, 0, 3, 21)	10	17	7	
(7, 21, 14)	2	3	1	
(15, 30, 6, 8)	0	1	1	
(30, 25, 30, 18)	150	182	32	
(1, 30, 18, 17)	1	1	0	
(30, 6, 21, 21)	2	1	-1	
(18, 7, 30, 15)	3	0	-3	
(7, 30, 10, 16)	0	1	1	
(3, 4, 30, 21)	11	6	-5	
(30, 21, 4, 12)	1	3	2	
(17, 10, 17)	5	0	-5	
(5, 24)	3	1	-2	
(3, 30, 21, 1)	34	4	-30	
(27, 4, 30, 21)	2	6	4	
(12, 21, 17, 18)	0	1	1	
(17, 4, 4, 30)	3	4	1	
(8, 25, 30, 8)	1	0	-1	
(19, 0, 30)	1	10	9	
(17, 30, 5, 0)	1	1	0	
(21, 30, 7, 8)	9	3	-6	
(28, 17, 30, 21)	1	3	2	
(0, 30, 11, 30)	26	68	42	
(1, 4, 30, 12)	26	1	-25	
(6, 30, 27, 17)	0	2	2	
(19, 30, 20)	4	0	-4	
(11, 30, 13)	10	7	-3	
(27, 30, 18, 11)	2	1	-1	
(5, 17, 8, 23)	1	0	-1	
(10, 17, 5)	1	2	1	
(17, 0, 11, 30)	0	2	2	
(17, 30, 2, 30)	704	585	-119	
(17, 22, 30, 4)	2	3	1	
(4, 17, 7, 2)	1	0	-1	
(0, 11, 21, 21)	0	1	1	
(21, 30, 0, 7)	1	5	4	
(30, 25, 0, 4)	4	3	-1	
(30, 1, 4, 18)	4	0	-4	
(17, 9, 30, 11)	1	0	-1	
(3, 30, 19, 0)	0	1	1	
(4, 4, 3)	0	1	1	
(15, 17, 21, 30)	2	0	-2	
(8, 4, 1, 4)	1	0	-1	
(17, 30, 7, 3)	14	10	-4	
(30, 11, 28)	5	2	-3	
(8, 30, 16, 23)	1	1	0	
(1, 30, 17, 3)	3	1	-2	
(24, 30, 9)	3	5	2	
(21, 30, 17, 0)	72	155	83	
(16, 30, 16)	31	18	-13	
(11, 27, 3, 30)	1	2	1	
(11, 30, 17, 15)	0	1	1	
(17, 0, 5, 30)	5	1	-4	
(17, 30, 16, 30)	12	9	-3	
(20, 0, 2)	1	0	-1	
(30, 6, 5, 6)	0	1	1	
(17, 30, 12, 11)	2	1	-1	
(22, 30, 18, 18)	2	5	3	
(7, 21, 21)	11	24	13	
(4, 17, 1, 5)	1	0	-1	
(30, 21, 21, 10)	2	1	-1	
(15, 17, 15, 17)	0	1	1	
(30, 10, 19, 30)	6	5	-1	
(4, 30, 3, 19)	3	1	-2	
(21, 30, 2, 4)	2	1	-1	
(30, 7, 17, 12)	0	1	1	
(30, 21, 0, 6)	4	1	-3	
(0, 30, 12, 6)	0	1	1	
(24, 30, 20, 21)	0	1	1	
(3, 30, 17, 3)	10	17	7	
(5, 7, 30, 5)	0	1	1	
(25, 4, 17, 30)	1	1	0	
(0, 30, 24, 21)	4	4	0	
(18, 0, 26, 30)	1	0	-1	
(21, 17, 30, 25)	52	62	10	
(7, 3, 17, 7)	1	1	0	
(27, 30, 21, 13)	0	1	1	
(17, 30, 1, 6)	1	1	0	
(22, 4, 30, 19)	1	0	-1	
(12, 30, 1, 12)	3	0	-3	
(1, 30, 19, 30)	91	22	-69	
(25, 0, 9)	0	3	3	
(4, 27, 30, 21)	3	1	-2	
(21, 30, 15, 17)	14	8	-6	
(3, 19)	24	24	0	
(21, 12, 18, 17)	1	0	-1	
(7, 30, 11, 3)	2	2	0	
(19, 30, 13)	11	11	0	
(11, 30, 18)	47	68	21	
(10, 17, 10)	1	0	-1	
(30, 6, 7, 3)	0	1	1	
(30, 10, 1, 30)	6	1	-5	
(12, 21, 30, 27)	3	1	-2	
(7, 7, 30, 5)	1	1	0	
(14, 30, 21, 17)	0	1	1	
(30, 21, 18, 22)	1	0	-1	
(30, 2, 17, 17)	1	0	-1	
(13, 26, 30)	0	1	1	
(17, 12, 21, 18)	1	0	-1	
(21, 30, 4, 13)	2	1	-1	
(3, 30, 12, 27)	0	2	2	
(30, 3, 17, 10)	1	3	2	
(0, 6, 30, 15)	0	1	1	
(30, 21, 14, 3)	0	1	1	
(0, 30, 10, 1)	0	1	1	
(18, 0, 12, 30)	1	1	0	
(3, 4, 4, 22)	1	0	-1	
(21, 18, 30, 19)	3	7	4	
(7, 30, 0, 24)	1	0	-1	
(7, 28)	7	30	23	
(2, 30, 10)	55	47	-8	
(21, 5, 30, 14)	0	1	1	
(1, 30, 1, 30)	247	36	-211	
(30, 6, 26, 30)	1	5	4	
(19, 30, 26, 30)	7	3	-4	
(17, 30, 3, 5)	6	1	-5	
(30, 11, 21)	61	111	50	
(11, 21, 0, 30)	0	1	1	
(24, 30, 0)	35	67	32	
(21, 30, 1, 16)	0	1	1	
(16, 30, 27)	3	4	1	
(26, 3, 17)	0	1	1	
(21, 3, 17)	14	7	-7	
(30, 21, 3, 30)	239	200	-39	
(0, 30, 1, 10)	1	0	-1	
(9, 4)	19	26	7	
(30, 20, 30, 10)	2	2	0	
(30, 25, 22, 30)	2	2	0	
(17, 30, 4, 18)	6	4	-2	
(30, 21, 12, 0)	10	6	-4	
(0, 30, 8, 0)	0	1	1	
(0, 8, 21, 12)	1	0	-1	
(17, 10, 3)	5	0	-5	
(4, 30, 11, 10)	1	0	-1	
(15, 15, 30, 21)	2	5	3	
(8, 17, 30, 25)	2	1	-1	
(30, 12, 13, 17)	9	10	1	
(30, 6, 8, 30)	2	1	-1	
(19, 30, 12, 30)	245	205	-40	
(13, 17, 30, 9)	0	2	2	
(17, 30, 17, 17)	39	30	-9	
(25, 21, 6)	0	1	1	
(27, 30, 17, 7)	3	1	-2	
(12, 30, 17, 25)	5	7	2	
(28, 3, 21, 30)	0	1	1	
(30, 6, 4, 17)	0	2	2	
(22, 30, 17, 3)	0	1	1	
(22, 0, 4, 24)	0	1	1	
(1, 22, 30, 1)	10	0	-10	
(26, 5, 30)	3	6	3	
(30, 21, 21, 30)	993	1053	60	
(25, 0, 22)	3	2	-1	
(4, 30, 2, 4)	1	1	0	
(21, 30, 3, 19)	6	3	-3	
(5, 21, 30, 3)	54	33	-21	
(21, 14, 0, 3)	0	1	1	
(17, 7, 24, 30)	0	1	1	
(18, 18, 0, 3)	0	2	2	
(19, 30, 2)	122	121	-1	
(17, 19, 30, 28)	2	2	0	
(11, 30, 27)	26	36	10	
(10, 17, 19)	1	0	-1	
(17, 30, 10, 10)	2	4	2	
(3, 17, 22)	1	3	2	
(11, 30, 10, 4)	1	0	-1	
(17, 18, 9)	0	1	1	
(0, 27, 21, 30)	4	3	-1	
(17, 17, 30, 26)	1	0	-1	
(18, 11, 30, 5)	1	1	0	
(12, 30, 0, 11)	0	1	1	
(17, 21, 0, 2)	1	0	-1	
(4, 4, 17)	7	5	-2	
(17, 0, 4, 4)	1	1	0	
(22, 30, 7, 27)	0	2	2	
(17, 21, 12, 25)	0	1	1	
(2, 30, 1)	218	27	-191	
(7, 17, 30, 7)	3	4	1	
(8, 21, 30, 6)	2	0	-2	
(4, 7, 19, 30)	1	2	1	
(18, 1, 22, 22)	0	1	1	
(3, 7, 30, 18)	1	2	1	
(19, 30, 22, 4)	0	1	1	
(13, 30, 17)	175	184	9	
(30, 11, 14)	0	1	1	
(9, 30, 6, 3)	1	0	-1	
(30, 7, 4, 21)	36	35	-1	
(12, 30, 11, 3)	1	4	3	
(30, 25, 17, 6)	0	5	5	
(18, 0, 3, 18)	0	2	2	
(28, 21, 30)	19	26	7	
(4, 30, 0, 7)	1	3	2	
(30, 17, 0, 21)	13	19	6	
(19, 10)	6	11	5	
(30, 25, 5, 21)	0	1	1	
(30, 20, 18)	1	0	-1	
(21, 24, 30, 27)	2	0	-2	
(3, 26, 30, 11)	1	1	0	
(17, 18, 30, 2)	5	3	-2	
(12, 30, 18, 11)	5	6	1	
(13, 30, 7, 21)	1	3	2	
(22, 30, 22, 21)	7	18	11	
(12, 30, 6, 30)	85	82	-3	
(17, 17, 0, 4)	1	0	-1	
(24, 30, 12, 17)	1	0	-1	
(22, 5, 30)	2	0	-2	
(1, 21, 12, 1)	1	1	0	
(0, 30, 0, 25)	0	1	1	
(23, 7)	1	2	1	
(30, 3, 20)	3	2	-1	
(6, 2, 30, 4)	0	3	3	
(30, 12, 21, 8)	0	2	2	
(30, 2, 30, 26)	11	10	-1	
(17, 30, 9, 10)	1	0	-1	
(3, 19, 30, 7)	1	0	-1	
(1, 30, 27, 2)	2	0	-2	
(4, 30, 6, 2)	3	5	2	
(27, 27, 30, 23)	1	1	0	
(30, 11, 20, 30)	1	0	-1	
(14, 26, 30)	0	2	2	
(7, 11, 4, 21)	1	0	-1	
(27, 22, 17, 30)	1	0	-1	
(0, 20, 30, 18)	1	0	-1	
(19, 30, 13, 5)	1	0	-1	
(17, 30, 22, 12)	0	2	2	
(22, 0, 19, 0)	0	1	1	
(3, 17, 13)	4	7	3	
(14, 30, 13, 21)	0	1	1	
(12, 30, 16, 30)	4	5	1	
(1, 6, 4, 30)	0	1	1	
(4, 0, 30, 21)	3	4	1	
(17, 13, 5, 30)	0	1	1	
(30, 7, 27, 3)	0	2	2	
(3, 10, 17, 30)	0	1	1	
(5, 27, 30, 3)	1	0	-1	
(7, 30, 8, 12)	1	0	-1	
(30, 7, 23, 30)	5	13	8	
(21, 17, 4, 4)	0	1	1	
(2, 30, 24)	53	55	2	
(14, 2, 30, 17)	1	1	0	
(20, 21, 17, 30)	5	1	-4	
(19, 30, 18, 10)	3	0	-3	
(17, 30, 11, 25)	0	1	1	
(18, 25, 30, 3)	1	2	1	
(19, 6, 30, 17)	1	0	-1	
(30, 11, 7)	5	2	-3	
(30, 11, 2, 30)	0	1	1	
(30, 17, 17, 18)	2	0	-2	
(30, 17, 17, 7)	2	2	0	
(18, 1, 30, 9)	1	0	-1	
(4, 30, 4, 1)	10	2	-8	
(7, 30, 17, 2)	1	1	0	
(15, 21, 30, 17)	14	7	-7	
(6, 4, 30, 21)	3	4	1	
(18, 18, 30, 0)	2	2	0	
(17, 30, 16, 5)	1	0	-1	
(2, 21, 30)	396	310	-86	
(11, 11, 30, 4)	1	1	0	
(0, 21, 30, 8)	3	0	-3	
(11, 3, 2, 30)	0	1	1	
(12, 30, 22, 9)	0	1	1	
(22, 30, 18, 15)	2	0	-2	
(27, 17, 30, 24)	0	1	1	
(26, 30, 14, 30)	2	4	2	
(30, 7, 5, 30)	13	16	3	
(0, 2, 30, 17)	36	44	8	
(17, 5)	176	244	68	
(4, 12, 30, 8)	2	1	-1	
(21, 22, 30, 17)	4	2	-2	
(30, 12, 5, 21)	0	1	1	
(19, 30, 4, 18)	0	2	2	
(17, 30, 25, 21)	33	44	11	
(4, 17, 18, 7)	0	1	1	
(30, 4, 21, 12)	20	14	-6	
(30, 12, 17, 26)	2	3	1	
(1, 30, 11, 17)	0	1	1	
(1, 17, 30, 17)	11	1	-10	
(17, 8, 30, 10)	1	0	-1	
(3, 10, 30, 4)	1	0	-1	
(25, 17, 30, 27)	0	6	6	
(30, 3, 0, 17)	0	2	2	
(30, 17, 23, 21)	1	0	-1	
(1, 30, 7, 12)	1	0	-1	
(18, 30, 0, 10)	0	1	1	
(13, 3, 30, 12)	0	1	1	
(30, 7, 30, 13)	8	11	3	
(12, 30, 1, 23)	1	0	-1	
(17, 3, 30, 9)	1	1	0	
(15, 30, 19, 17)	1	0	-1	
(3, 22, 30, 4)	1	0	-1	
(12, 21, 6, 30)	0	1	1	
(30, 22, 3, 21)	1	4	3	
(30, 16, 30, 4)	8	8	0	
(3, 14, 30, 18)	2	2	0	
(17, 30, 18, 6)	8	18	10	
(22, 30, 0, 15)	0	1	1	
(3, 17, 4)	20	24	4	
(30, 7, 11, 30)	6	8	2	
(30, 8, 30, 18)	65	67	2	
(4, 21, 30, 28)	8	14	6	
(25, 13, 30)	2	0	-2	
(5, 30, 3, 22)	0	1	1	
(27, 30, 11, 27)	0	1	1	
(30, 12, 3, 26)	1	0	-1	
(27, 27, 25, 30)	1	0	-1	
(4, 13, 30, 22)	1	0	-1	
(30, 17, 0, 19)	5	13	8	
(0, 3, 2, 30)	0	3	3	
(30, 12, 15, 15)	0	1	1	
(1, 8, 30, 23)	1	0	-1	
(14, 30, 12, 30)	33	22	-11	
(30, 3, 2, 18)	0	1	1	
(4, 10, 30, 17)	1	0	-1	
(7, 30, 21, 4)	2	3	1	
(0, 28, 28, 30)	1	1	0	
(25, 3, 30, 18)	2	5	3	
(17, 2, 30, 21)	9	10	1	
(19, 30, 7, 2)	1	0	-1	
(17, 30, 28, 3)	0	1	1	
(11, 4, 21)	8	9	1	
(30, 17, 30, 22)	285	390	105	
(30, 12, 18, 26)	1	0	-1	
(25, 5, 4)	1	0	-1	
(19, 30, 19, 21)	17	11	-6	
(30, 9, 30, 12)	19	35	16	
(17, 5, 30, 18)	1	2	1	
(3, 25, 17)	3	2	-1	
(12, 30, 14, 18)	0	2	2	
(30, 21, 16, 14)	1	0	-1	
(1, 3, 1)	4	0	-4	
(30, 19, 21, 21)	7	7	0	
(30, 3, 19, 18)	0	1	1	
(30, 3, 6)	6	4	-2	
(4, 17, 30, 1)	27	7	-20	
(10, 30, 8, 10)	0	1	1	
(14, 30, 2, 30)	7	2	-5	
(15, 30, 24, 8)	0	1	1	
(30, 4, 17, 6)	3	2	-1	
(27, 3, 30, 22)	0	1	1	
(25, 21, 0, 30)	2	4	2	
(30, 8, 27, 30)	1	2	1	
(25, 30, 27, 21)	11	8	-3	
(0, 28, 30, 13)	0	1	1	
(16, 21, 30, 26)	0	1	1	
(3, 2, 17)	1	2	1	
(17, 7, 0)	1	1	0	
(7, 21, 21, 17)	0	1	1	
(7, 30, 15, 30)	19	17	-2	
(30, 14, 24)	1	0	-1	
(21, 15, 30, 12)	0	1	1	
(25, 7, 30, 17)	0	3	3	
(12, 30, 1)	581	185	-396	
(1, 30, 8, 4)	5	0	-5	
(23, 10, 30)	0	1	1	
(4, 30, 17, 24)	1	5	4	
(6, 21, 30, 1)	2	0	-2	
(0, 8, 19)	0	1	1	
(14, 30, 17, 18)	1	0	-1	
(13, 17, 30, 2)	2	5	3	
(6, 4, 21)	1	3	2	
(12, 30, 12, 17)	7	12	5	
(30, 21, 30, 27)	398	495	97	
(30, 27, 12)	13	14	1	
(1, 18, 30, 12)	1	0	-1	
(17, 17, 30, 7)	4	1	-3	
(4, 30, 5, 21)	11	13	2	
(30, 13, 30, 17)	138	154	16	
(30, 3, 21, 21)	61	76	15	
(7, 22, 27)	1	0	-1	
(9, 30, 25)	14	39	25	
(25, 3, 27, 30)	2	0	-2	
(30, 8, 21, 30)	167	94	-73	
(15, 21, 30)	83	52	-31	
(14, 30, 8, 4)	1	0	-1	
(0, 27, 30, 19)	1	1	0	
(7, 30, 25, 30)	162	166	4	
(9, 30, 6, 30)	1	11	10	
(18, 30, 8, 17)	1	2	1	
(12, 9, 30, 4)	0	1	1	
(30, 12, 2, 5)	1	0	-1	
(19, 30, 3, 0)	1	0	-1	
(22, 30, 14, 4)	0	1	1	
(2, 21, 12)	8	2	-6	
(30, 4, 18, 30)	59	67	8	
(1, 30, 10, 5)	1	0	-1	
(4, 30, 23, 25)	1	0	-1	
(9, 14, 30)	0	1	1	
(25, 6, 30, 21)	4	1	-3	
(30, 8, 7, 30)	15	9	-6	
(30, 21, 3, 9)	0	1	1	
(0, 14, 12, 3)	0	1	1	
(0, 0, 0)	0	2	2	
(30, 3, 15)	10	3	-7	
(7, 21, 18, 7)	0	1	1	
(25, 6)	18	20	2	
(4, 21, 12, 17)	1	0	-1	
(7, 30, 12, 3)	1	0	-1	
(9, 30, 20, 30)	0	1	1	
(13, 21, 25, 30)	1	1	0	
(12, 30, 21, 14)	4	4	0	
(3, 17, 1, 2)	3	0	-3	
(4, 30, 18, 12)	1	1	0	
(3, 2, 30)	44	56	12	
(30, 21, 17, 21)	5	3	-2	
(27, 6, 30, 21)	1	1	0	
(30, 4, 4, 30)	233	161	-72	
(30, 18, 9, 30)	2	13	11	
(30, 12, 0, 4)	4	5	1	
(19, 30, 1, 3)	5	0	-5	
(0, 17)	123	178	55	
(23, 30, 18, 11)	0	1	1	
(30, 14, 23)	6	7	1	
(20, 30, 17)	25	20	-5	
(11, 11, 4, 11)	1	0	-1	
(12, 30, 8)	152	119	-33	
(23, 21, 30, 21)	15	13	-2	
(4, 30, 21, 10)	3	2	-1	
(24, 17, 30, 4)	2	0	-2	
(30, 27, 1, 30)	2	1	-1	
(30, 17, 20, 2)	0	1	1	
(30, 27, 5)	2	3	1	
(0, 22, 30, 9)	1	5	4	
(23, 30, 27, 3)	1	1	0	
(3, 18, 21, 12)	0	1	1	
(13, 30, 11, 4)	1	0	-1	
(17, 20, 30, 4)	2	0	-2	
(3, 21, 17, 17)	0	2	2	
(21, 21, 30, 16)	1	0	-1	
(4, 12)	241	157	-84	
(15, 21, 21)	2	2	0	
(12, 30, 27, 27)	3	2	-1	
(17, 24)	20	35	15	
(30, 3, 30, 27)	278	309	31	
(30, 22, 21, 22)	1	0	-1	
(19, 24, 30)	0	1	1	
(10, 30, 9, 4)	0	1	1	
(0, 11, 3, 21)	0	1	1	
(26, 0, 30)	1	1	0	
(0, 19, 21)	1	7	6	
(7, 21, 3, 30)	1	0	-1	
(0, 21, 30, 19)	12	14	2	
(7, 30, 10)	71	78	7	
(23, 17, 30, 16)	1	0	-1	
(24, 21, 30, 25)	1	2	1	
(10, 15, 21, 30)	1	0	-1	
(18, 30, 7, 4)	8	12	4	
(18, 18, 21, 17)	1	0	-1	
(18, 18, 3)	1	1	0	
(27, 30, 13, 17)	1	1	0	
(12, 13, 21, 30)	7	4	-3	
(14, 10, 7)	0	1	1	
(30, 22, 8, 3)	0	1	1	
(2, 30, 25, 8)	1	0	-1	
(28, 30, 4, 22)	1	0	-1	
(30, 3, 12, 27)	1	0	-1	
(30, 5, 21, 4)	0	1	1	
(30, 7, 2, 19)	1	0	-1	
(0, 2, 17, 0)	0	2	2	
(24, 30, 3, 14)	0	1	1	
(30, 0, 2, 15)	1	0	-1	
(10, 3, 21)	17	4	-13	
(30, 14, 14)	1	0	-1	
(26, 25, 30, 25)	1	0	-1	
(7, 21, 17, 30)	10	7	-3	
(20, 30, 8)	1	1	0	
(30, 18, 1, 1)	2	0	-2	
(12, 30, 19)	270	188	-82	
(18, 19, 30, 1)	1	0	-1	
(25, 30, 8, 21)	2	3	1	
(17, 30, 18, 25)	3	1	-2	
(22, 12, 17, 30)	0	1	1	
(30, 5, 30, 22)	27	37	10	
(21, 0, 28)	0	1	1	
(1, 30, 12, 21)	6	4	-2	
(30, 27, 30)	2299	2701	402	
(7, 10, 30, 6)	0	1	1	
(8, 4, 12, 30)	2	1	-1	
(28, 30, 21, 6)	0	2	2	
(1, 23, 21, 30)	1	0	-1	
(22, 30, 12, 3)	1	1	0	
(4, 21, 30, 7)	59	63	4	
(30, 4, 7, 7)	1	0	-1	
(0, 3, 30, 16)	3	10	7	
(3, 14, 30, 25)	1	0	-1	
(5, 30, 6, 4)	0	1	1	
(12, 24, 12, 30)	1	0	-1	
(21, 30, 25, 25)	3	9	6	
(4, 18, 30, 0)	1	2	1	
(5, 30, 10, 17)	2	0	-2	
(22, 24, 30)	1	6	5	
(0, 4, 4, 22)	0	1	1	
(21, 21, 22)	1	1	0	
(30, 17, 21, 17)	3	1	-2	
(30, 6, 16)	0	1	1	
(26, 3, 26)	1	1	0	
(24, 30, 1, 3)	2	0	-2	
(10, 30, 25, 17)	3	0	-3	
(15, 30, 15, 21)	3	4	1	
(30, 22, 17, 12)	1	2	1	
(2, 30, 2, 17)	8	8	0	
(1, 3, 30, 9)	6	1	-5	
(17, 26, 30, 6)	1	0	-1	
(18, 30, 4, 24)	2	1	-1	
(21, 3, 30, 26)	0	2	2	
(2, 5)	5	1	-4	
(30, 19, 4)	34	17	-17	
(18, 13, 21, 18)	0	1	1	
(2, 30, 22, 4)	0	1	1	
(5, 1, 21)	1	0	-1	
(6, 17, 30, 3)	10	6	-4	
(0, 19, 2)	11	27	16	
(10, 17, 30, 6)	1	1	0	
(15, 30, 10)	19	13	-6	
(13, 21, 30, 12)	9	13	4	
(30, 17, 30, 13)	93	89	-4	
(7, 30, 19)	126	179	53	
(17, 4, 22)	1	1	0	
(25, 30, 22, 3)	0	1	1	
(30, 9, 30, 19)	8	10	2	
(1, 3, 21, 5)	3	0	-3	
(0, 0, 30)	14	32	18	
(6, 10, 30, 0)	1	0	-1	
(24, 30, 4, 22)	0	1	1	
(30, 28, 9, 30)	1	0	-1	
(27, 12, 30, 12)	0	1	1	
(13, 30, 17, 1)	17	1	-16	
(30, 26, 30, 6)	13	19	6	
(7, 21, 30, 22)	3	1	-2	
(6, 16)	0	1	1	
(25, 0, 3, 16)	1	0	-1	
(30, 5, 17, 30)	176	159	-17	
(28, 30, 22, 30)	5	7	2	
(12, 13, 30, 2)	0	1	1	
(30, 4, 12, 10)	1	0	-1	
(2, 30, 4, 16)	2	0	-2	
(10, 3, 30)	45	8	-37	
(16, 21, 30, 5)	0	1	1	
(30, 9, 4, 30)	14	15	1	
(20, 30, 3)	46	27	-19	
(30, 4, 24, 17)	3	0	-3	
(12, 30, 26)	110	125	15	
(3, 21, 18, 1)	1	0	-1	
(21, 10, 12, 30)	1	1	0	
(11, 27, 18)	1	0	-1	
(25, 2, 30, 19)	0	2	2	
(30, 1, 20, 21)	2	3	1	
(9, 17, 2)	0	1	1	
(30, 27, 23)	1	0	-1	
(6, 30, 16, 23)	0	1	1	
(9, 19, 30, 0)	0	1	1	
(27, 0, 15)	1	0	-1	
(2, 16, 30)	0	2	2	
(21, 1, 4, 1)	1	0	-1	
(4, 21, 22, 30)	0	1	1	
(3, 4, 12, 30)	2	0	-2	
(30, 0, 17, 19)	1	0	-1	
(12, 17, 4)	4	0	-4	
(30, 20, 21, 30)	104	88	-16	
(28, 30, 0, 30)	4	13	9	
(12, 10, 21, 30)	0	3	3	
(21, 21, 1)	2	0	-2	
(4, 30, 28, 30)	34	58	24	
(11, 4, 30, 25)	2	1	-1	
(12, 3)	110	117	7	
(30, 24, 0, 30)	1	0	-1	
(19, 19, 17)	1	0	-1	
(7, 19, 30, 3)	12	8	-4	
(7, 11, 12)	0	1	1	
(30, 18, 7, 12)	3	2	-1	
(30, 19, 13)	0	1	1	
(5, 30, 7, 27)	1	0	-1	
(21, 7, 12, 30)	1	1	0	
(21, 1, 30, 12)	7	1	-6	
(2, 21, 27, 30)	6	4	-2	
(15, 30, 3)	204	146	-58	
(7, 30, 24)	22	29	7	
(4, 4, 30, 4)	79	38	-41	
(21, 14, 30, 21)	15	12	-3	
(12, 11, 30, 25)	0	1	1	
(28, 4, 30, 10)	0	2	2	
(0, 10, 18, 0)	0	1	1	
(23, 30, 1, 2)	0	2	2	
(30, 0, 3, 3)	0	5	5	
(13, 30, 21, 7)	1	0	-1	
(18, 30, 3, 21)	104	167	63	
(10, 30, 12, 21)	1	0	-1	
(2, 30, 21, 17)	21	10	-11	
(3, 30, 6, 27)	0	1	1	
(17, 11, 30, 5)	4	1	-3	
(22, 17, 30, 11)	1	0	-1	
(26, 17, 30, 14)	1	0	-1	
(17, 4, 21, 30)	29	23	-6	
(2, 2, 30, 21)	15	27	12	
(5, 30, 21, 27)	2	1	-1	
(21, 7, 26, 30)	1	0	-1	
(30, 0, 30, 14)	15	29	14	
(3, 21, 30, 3)	306	290	-16	
(25, 30, 0, 17)	1	2	1	
(10, 20, 21)	1	0	-1	
(3, 13, 30, 21)	3	1	-2	
(23, 21, 30, 14)	1	1	0	
(9, 21, 21, 18)	0	1	1	
(0, 30, 22, 17)	1	6	5	
(18, 30, 17, 1)	13	2	-11	
(1, 21, 25)	1	0	-1	
(21, 30, 17, 21)	56	69	13	
(20, 14, 0)	1	0	-1	
(5, 30, 2, 21)	5	1	-4	
(22, 25)	2	7	5	
(21, 21, 8)	1	0	-1	
(30, 6, 6)	12	27	15	
(21, 19, 30, 15)	1	0	-1	
(25, 30, 25, 3)	6	3	-3	
(25, 19, 30, 8)	1	0	-1	
(9, 17, 2, 30)	0	1	1	
(30, 14, 25, 30)	1	1	0	
(14, 0, 30, 17)	1	3	2	
(30, 19, 22)	0	2	2	
(17, 13, 30, 22)	0	1	1	
(11, 30, 23, 30)	3	4	1	
(17, 4, 4)	7	4	-3	
(7, 24, 21, 30)	1	0	-1	
(28, 30, 3, 7)	0	1	1	
(30, 18, 30, 25)	197	242	45	
(10, 4)	39	4	-35	
(3, 30, 9, 21)	8	18	10	
(21, 26, 26)	1	0	-1	
(18, 30, 19, 2)	2	2	0	
(7, 19, 21, 21)	1	0	-1	
(30, 10, 30, 19)	63	62	-1	
(3, 18, 1)	3	1	-2	
(3, 27, 30, 24)	0	2	2	
(23, 7, 30)	1	1	0	
